ST,Account **CARRIER**,Carrier Comp Type OTG PDNG OTG ADD OTG - Zayo = zMAP NEW = On comp statement PDNG in Monday,Carrier Relationship,Service Provider,Status / Type,"Opportunity ""Promo Year"" **KEEP ORIGINAL OPP**",Promo Year Revenue / OG SF Opp zMAP = anything new to OTG **KEEP ORIGINAL OPP**,Install Date OR OTG payable Date,OTG Comp Billing item,Cust. ACTIVE BAN,Historic BAN - non-ZNS,Item Desc. from current Carrier Statement,PAYING Monthly Comp % to OTG from current Carrier Statement,Quantity,Price,"Monthly Unit Price Quantity x Price QRC/SEMI//YRC x 4, 6, or 12",EXPECTED/Mo. OTG Comp % - column R Comp Key,Monthly Comp to OTG per EXPECTED Comp %,One-Time Unit Price / SPIFF,One-Time Comp % to OTG,One-Time Comp Expected to OTG,Cust. Billed Type,COMP 1,COMP 2,COMP 3,COMP 4,before 07/2025 COMP 1,before 07/2025 COMP 2,before 07/2025 COMP 3,before 07/2025 COMP 4,NOTES RED Highlight = Differs from before comp key,MISSING OTG COMP,SVC Change Date,Prev. Unit Price,OTG Compensable Product NAME,MISSING MONDAY,Sig Date,Term,Location Name,Service Address,Order #,Circuit ID,Unique Order Details SOC / SC,TED,Renewal Details,Monday Product Comments - EXCLUDE SPLIT NOTES/VALUES,Monday Item ID,COMP CALC Mo. OTG RCVD Funds>>,OTG PD since July Seller Statemen June Deposit,July Seller Statement - June Deposit,Aug Seller Stmt - July Deposit,Sept Seller Stmt - Aug Deposit,Oct Seller Stmt - Sept Deposit,Nov Seller Stmt - Oct Deposit,Dec Seller Stmt - Nov Deposit,Jan Seller Stmt - Dec Deposit,Feb Seller Stmt - Jan Deposit,Mar Seller Stmt - Feb Deposit,Apr Seller Stmt - Mar Deposit,May Seller Stmt - Apr Deposit,June Seller Stmt - May Deposit
AZ,Tucson Unified School District FY2024 Project,OTG,Direct,Zayo,Active,2023,Tucson USD 2023,5/18/23,757099,42363,42363,Ethernet Port Charge,,1.00,$595.00,$595.00,14.00%,$83.30,"$1,500.00",11.00%,$165.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$83.30,$83.30,$83.30,$260.65,$83.30,$83.30,,,,,
AZ,Tucson Unified School District FY2024 Project,OTG,Direct,Zayo,Active,2023,Tucson USD 2023,5/18/23,757100,42363,42363,Ethernet Port Charge,,1.00,$595.00,$595.00,14.00%,$83.30,"$1,500.00",11.00%,$165.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$83.30,$83.30,$83.30,$260.65,$83.30,$83.30,,,,,
AZ,Tucson Unified School District FY2024 Project,OTG,Direct,Zayo,Active,2023,Tucson USD 2023,5/18/23,757101,42363,42363,Ethernet Port Charge,,1.00,$595.00,$595.00,14.00%,$83.30,"$1,500.00",11.00%,$165.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$83.30,$83.30,$83.30,$260.65,$83.30,$83.30,,,,,
AZ,Tucson Unified School District FY2024 Project,OTG,Direct,Zayo,Active,2023,Tucson USD 2023,5/18/23,757102,42363,42363,Ethernet Port Charge,,1.00,$595.00,$595.00,14.00%,$83.30,"$1,500.00",11.00%,$165.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$83.30,$83.30,$83.30,$260.65,$83.30,$83.30,,,,,
AZ,Tucson Unified School District FY2024 Project,OTG,Direct,Zayo,Active,2023,Tucson USD 2023,5/18/23,757103,42363,42363,Ethernet Port Charge,,1.00,$595.00,$595.00,14.00%,$83.30,"$1,500.00",11.00%,$165.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$83.30,$83.30,$83.30,$260.65,$83.30,$83.30,,,,,
AZ,Tucson Unified School District FY2024 Project,OTG,Direct,Zayo,Active,2023,Tucson USD 2023,5/18/23,757104,42363,42363,Ethernet Port Charge,,1.00,$595.00,$595.00,14.00%,$83.30,"$1,500.00",11.00%,$165.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$83.30,$83.30,$83.30,$260.65,$83.30,$83.30,,,,,
AZ,Tucson Unified School District FY2024 Project,OTG,Direct,Zayo,Active,2023,Tucson USD 2023,5/18/23,757106,42363,42363,Ethernet Port Charge,,1.00,$595.00,$595.00,14.00%,$83.30,"$1,500.00",11.00%,$165.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$83.30,$83.30,$83.30,$260.65,$83.30,$83.30,,,,,
AZ,Tucson USD,OTG,Direct,Zayo,Active,2024,Tucson USD 2024,10/24/24,757024,9061,9061,,,1.00,$300.00,$300.00,14.00%,$42.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,07/30/25 VP: OTG not tagged; chatter LL to fix and add to new dispute sheet,$378.00,9/4/26,$300.00,,,4/25/24,12,"Involta - Primary Customer Location
Microsoft Azure","1215 E Pennsylvania St, Tucson, AZ, 85714
3011 S 52nd St Tempe, AZ 85282","2388587, 2358047 & 2357930? Replacing or New?","EVYX/395381/PRI/ZYO, 703MV/10G/STTLWAWBPL1/STTLWAWB012",SC-753185,10/23/25,30 days	12M Auto,,,,,,,,$168.00,$168.00,$168.00,$168.00,,,,,
AZ,Tucson USD,OTG,Direct,Zayo,Active,2024,Tucson USD 2024,10/24/24,757024,9061,9061,,,1.00,$300.00,$300.00,14.00%,$42.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,07/30/25 VP: OTG not tagged; chatter LL to fix and add to new dispute sheet,$378.00,9/4/26,$300.00,,,4/25/24,12,Microsoft Azure - Primary On Ramp,"3011 S 52nd St Tempe, AZ 85282","2388587, 2358047","EVYX/395381/PRI/ZYO, 703MV/10G/STTLWAWBPL1/STTLWAWB012",SC-753186,10/23/25,30 days	12M Auto,,,,,,,,,,,,,,,,
AZ,Tucson USD,OTG,Direct,Zayo,Active,2024,Tucson USD 2024,10/24/24,757024,9061,9061,,,1.00,$300.00,$300.00,14.00%,$42.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,07/30/25 VP: OTG not tagged; chatter LL to fix and add to new dispute sheet,$378.00,9/4/26,$300.00,,,4/25/24,12,"Involta - Secondary Customer Location
Microsoft Azure","1215 E Pennsylvania St, Tucson, AZ, 85714
3011 S 52nd St Tempe, AZ 85282","2388587, 2358047","EVYX/395381/SEC/ZYO, 703MV/10G/STTLWAWBPL1/STTLWAWB012",SC-753187,10/23/25,30 days	12M Auto,,,,,,,,,,,,,,,,
AZ,Tucson USD,OTG,Direct,Zayo,Active,2024,Tucson USD 2024,10/24/24,757024,9061,9061,,,1.00,$300.00,$300.00,14.00%,$42.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,07/30/25 VP: OTG not tagged; chatter LL to fix and add to new dispute sheet,$378.00,9/4/26,$300.00,,,4/25/24,12,Microsoft Azure - Secondary On Ramp,"3011 S 52nd St Tempe, AZ 85282","2388587, 2358047","EVYX/395381/SEC/ZYO, 703MV/10G/STTLWAWBPL1/STTLWAWB012",SC-753188,10/23/25,30 days	12M Auto,,,,,,,,,,,,,,,,
CO,Turning Points Consortium,OTG,Direct,GoTo,Active,2014,CO - Turning Point Consortium E17 Hosted,3/26/14,CN-107801-1408,CN-107801-1408,,Connect Bundle Pro,,3.00,$18.00,$54.00,27.00%,$14.58,$0.00,0.00%,$0.00,MRC,HA1,,OVR,,HA1,,OVR,,,,,,,,,,,,,,,,,,,,,,$19.95,$19.95,$19.95,$19.95,$19.95,$19.95,,,,,
CO,Turning Points Consortium,OTG,Direct,GoTo,Active,2014,CO - Turning Point Consortium E17 Hosted,3/26/14,CN-107801-1408,CN-107801-1408,,Low Usage,,2.00,$9.95,$19.90,27.00%,$5.37,$0.00,0.00%,$0.00,MRC,HA1,,OVR,,HA1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z:  District Office / NOC
A: District Office / NOC","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 5039 Dudley Blvd, McClellan Park, CA 95652","2230901, 1078781",FBDK/1078781/028/ZFS,SC-529975,6/30/26,"30 days, 1M Auto",,,,,,$840.00,"$2,520.00",$840.00,$840.00,$840.00,$840.00,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Warren A. Allison School","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 4315 Don Julio Blvd, North Highlands, CA 95660","2230901, 1078781",FBDK/1078781/001/ZFS,SC-558506,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: D. W. BabcockES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 2400 Cormorant Way Sacramento, CA 95815","2230901, 1078781",FBDK/1078781/002/ZFS,SC-543593,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Creative Connections ArtsAcad.","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 7201 Arutas Dr, North Highlands, CA 95660","2230901, 1078781",FBDK/1078781/003/ZFS,SC-559069,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Michael J. Castori ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 1801 South Ave, Sacramento, CA 95838","2230901, 1078781",FBDK/1078781/004/ZFS,SC-529976,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Dry Creek ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 1230 G St, Rio Linda, CA 95673","2230901, 1078781",FBDK/1078781/005/ZFS,SC-559065,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Del Paso HeightsES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 590 Morey Ave, Sacramento, CA 95838","2230901, 1078781",FBDK/1078781/006/ZFS,SC-529977,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Fairbanks ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 227 Fairbanks Ave, Sacramento, CA 95838","2230901, 1078781",FBDK/1078781/007/ZFS,SC-529978,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Foothill Oaks ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 5520 Lancelot Dr, Sacramento, CA 95842","2230901, 1078781",FBDK/1078781/008/ZFS,SC-603618,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Garden Valley ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 3601 Larchwood Dr, Sacramento, CA 95834","2230901, 1078781",FBDK/1078781/009/ZFS,SC-542319,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Hagginwood ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 1418 Palo Verde Ave, Sacramento, CA 95815","2230901, 1078781",FBDK/1078781/010/ZFS,SC-529979,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: PACIFIC HS ""Pathways Comm. DaySchool""","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 6560 Melrose Dr, North Highlands, CA 95660","2230901, 1078781",FBDK/1078781/011/ZFS,SC-558631,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Morey Ave. EarlyChildhoodDev.","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 155 Morey Ave, Sacramento, CA 95838","2230901, 1078781",FBDK/1078781/012/ZFS,SC-529980,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Madison ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 5241 Harrison St, North Highlands, CA 95660","2230901, 1078781",FBDK/1078781/013/ZFS,SC-529981,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: North Ave. ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 1281 North Ave, Sacramento, CA 95838","2230901, 1078781",FBDK/1078781/014/ZFS,SC-529982,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Northwood ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 2630 Taft St, Sacramento, CA 95815","2230901, 1078781",FBDK/1078781/015/ZFS,SC-529983,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Norwood JHS","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 4601 Norwood Ave, Sacramento, CA 95838","2230901, 1078781",FBDK/1078781/016/ZFS,SC-543594,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Oakdale ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 3708 Myrtle Ave, North Highlands, CA 95660","2230901, 1078781",FBDK/1078781/017/ZFS,SC-529984,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Orchard ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 1040 Q St, Rio Linda, CA 95673","2230901, 1078781",FBDK/1078781/018/ZFS,SC-559071,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Pioneer ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 5816 Pioneer Way, Sacramento, CA 95841","2230901, 1078781",FBDK/1078781/019/ZFS,SC-566644,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Ridgepoint ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 4680 Monument Dr, Sacramento, CA 95842","2230901, 1078781",FBDK/1078781/020/ZFS,SC-559072,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Rio Linda ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 631 L St. Rio Linda, CA 95673","2230901, 1078781",FBDK/1078781/021/ZFS,SC-559073,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Regency Park ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 5901 Bridgecross Drive, Sacramento, CA 95835","2230901, 1078781",FBDK/1078781/022/ZFS,SC-565294,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Smythe Alethea ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 2781 Northgate Blvd. Sacramento, CA 95833","2230901, 1078781",FBDK/1078781/023/ZFS,SC-542320,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Village ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 6845 Larchmont Dr. North Highlands, CA 95660","2230901, 1078781",FBDK/1078781/024/ZFS,SC-543595,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Vineland Preschool","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 6450 20th St, Rio Linda, CA 95673","2230901, 1078781",FBDK/1078781/025/ZFS,SC-559067,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Woodlake ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 700 Southgate Rd, Sacramento, CA 95815","2230901, 1078781",FBDK/1078781/026/ZFS,SC-542321,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,7/1/23,577741,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Woodridge ES","Z: 5039 Dudley Blvd, McClellan Park, CA 95652
A: 5761 Brett Dr, Sacramento, CA 95842","2230901, 1078781",FBDK/1078781/027/ZFS,SC-566937,6/30/26,"30 days, 1M Auto",,,,,,,,,,,,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,12/15/20,587438,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Grant High Main Campus","Z: 5039 Dudley Blvd, McClellan CA 95652 
A: 1400 Grand Avenue, Sacramento, CA 95838",1354975,FBDK/1354975//ZYO,SC-542240,8/11/24,"30 days, 1M Auto",,,,,,$30.00,$90.00,$30.00,$30.00,$30.00,$30.00,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,12/15/20,587439,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Grant High West Campus","Z: 5039 Dudley Blvd, McClellan CA 95652 
A: 1221 South Avenue, Sacramento, CA 95838",1354979,FBDK/1354979//ZYO,SC-542241,8/11/24,"30 days, 1M Auto",,,,,,$30.00,$90.00,$30.00,$30.00,$30.00,$30.00,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,12/15/20,587440,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Rio Tierra Jr High","Z: 5039 Dudley Blvd, McClellan CA 95652 
A: 3201 Northstead Drive, Sacramento, CA 95833",1355048,FBDK/1355048/ZYO,SC-542242,8/11/24,"30 days, 1M Auto",,,,,,$30.00,$90.00,$30.00,$30.00,$30.00,$30.00,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,12/15/20,587441,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Hazel Strauch ES","Z: 5039 Dudley Blvd, McClellan CA 95652 
A: 3141 Northstead Drive, Sacramento, CA 95833",1355065,FBDK/1355065/ZYO,SC-542243,8/11/24,"30 days, 1M Auto",,,,,,$30.00,$90.00,$30.00,$30.00,$30.00,$30.00,,,,,
CA,Twin Rivers Unified School District,OTG,Direct,Zayo,Active,2023,CA - Twin Rivers USD 2023,12/15/20,588240,31644,31644,Dark Fiber,,1.00,$200.00,$200.00,15.00%,$30.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,36,"Z: District Office / NOC
A: Martin Luther King Jr Tech","Z: 5039 Dudley Blvd, McClellan CA 95652 
A: 3051 Fairfield Street, Sacramento, CA 95815",1354991,FBDK/1354991/ZYO,SC-543339,8/11/24,"30 days, 1M Auto",,,,,,$30.00,$90.00,$30.00,$30.00,$30.00,$30.00,,,,,
